row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
615,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show a person using a ladder?,Yes.,"Yes, the video shows a person using a ladder to reach the roof of the house.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
616,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the wall being scraped in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
617,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the scene involve stretching a ladder before scrapping?,Yes.,"Yes, the scene involves stretching a ladder before scrapping, as indicated by the person's hand reaching towards the ladder.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
618,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the individual scrap the wall without any tools?,No.,"No, the individual scrapes the wall with a tool, indicating they are using tools to remove the paint.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
619,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What location is depicted in this video clip?,The video clip depicts an outdoor scene with a wall.,The video clip depicts a residential area with a house and a tree visible in the background.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
620,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How does the environment appear in the video clip?,The environment appears to be a porch or exterior of a building.,The environment appears to be a residential area with a clear sky and some trees visible in the background.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
621,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What structure can be observed in this video clip?,A wall with white paint is observed in this video clip.,"The structure in the video clip appears to be a part of a building, possibly a porch or a window frame, with a white wall and a window frame visible.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
622,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How is the exterior space utilized in the video action?,The exterior space provides a background for removal of an object.,"The exterior space is utilized by a person wearing a blue sleeve and a wristwatch, who is seen reaching out to touch the wall and the window frame.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
623,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the object completely removed from the wall in the video?,Yes,"No, the object is partially removed from the wall, with the person still holding it in their hand.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
624,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video clip show a wall being painted?,No,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
625,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, is the wall outdoors?",Yes,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
626,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, is the ladder stretched before scraping the wall?",Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
627,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before the wall is scraped in the video?,The ladder is stretched,"Just before the wall is scraped, the person is seen holding a tool, possibly a scraper or a similar device, and appears to be in the process of scraping the wall.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
628,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What exterior work is being performed?,Scraping a wall and smoothing a surface.,"The exterior work being performed includes painting the window, sanding the window sill, and applying a sealant to the window.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
629,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Where is the activity taking place?,Outside a house.,The activity is taking place in a garage or workshop.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
630,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Which tools are being used for the exterior tasks?,A scraper and a planer.,A hammer and a screwdriver are being used for the exterior tasks.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
631,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Can you describe the sequence of work shown?,"Scraping first, then planing.","The sequence of work begins with the person applying a substance to the window, followed by the application of a tool to the window frame, and continues with the person using a hammer to smooth out the substance and the tool to apply it.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
632,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show painting work being done?,No.,"Yes, the video shows painting work being done, as evidenced by the person using a paint roller to apply paint to the window frame.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
633,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is there any smoothing of surfaces portrayed?,Yes.,"Yes, the person is seen smoothing the surface of the window with a tool, indicating the process of smoothing the window.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
634,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the scene capture window installation?,No.,"Yes, the scene captures the process of window installation, with the person using a hammer to smooth the window frame and the window being installed.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
635,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the clip depict interior renovation?,No.,"Yes, the clip depicts interior renovation.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
636,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does smoothing the surface occur before scraping the wall?,No,"Yes, the person is seen smoothing the surface before scraping the wall.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
637,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the removal of plaster seen before the scraping action?,Yes,"Yes, the removal of plaster is seen before the scraping action, as indicated by the person's hand holding the scraper and the plaster being scraped off the window sill.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
638,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the planer touch the surface after the wall is scrapped?,Yes,"Yes, the planer touches the surface after the wall is scrapped.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
639,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, is the ladder stretched before scraping the wall?",Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
640,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the smoothing of the surface occur after scraping the wall?,Yes,"Yes, the person continues to smooth the surface after scraping the wall, as indicated by the person's hand moving back and forth to ensure the surface is evenly smoothed.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
641,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is something removed from the wall before stretching the ladder?,No,"Yes, a piece of wood is removed from the wall before stretching the ladder.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
642,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the clip, is the ladder stretched after smoothing the surface?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
643,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What can be seen happening before smoothing the surface?,Scraping the wall,"Before smoothing the surface, a person is seen holding a hammer and a tool, possibly a screwdriver, and is preparing to use it to smooth the surface.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
644,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, what happens before stretching the ladder?","Nothing, it is the first action","Before stretching the ladder, the person is seen holding a hammer and a red tool, possibly a screwdriver or a similar tool, and appears to be inspecting or adjusting something on the ladder.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
645,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the setting of the video clip?,Outside a house.,The setting of the video clip is a garage or workshop with a window and a ladder.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
646,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What task is being performed in the video clip?,Smoothing and scraping a surface.,"The task being performed in the video clip is the person applying a substance to a window, likely to seal or protect it.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
647,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tools are being used in the video clip?,A planer and a scraper.,"The tools being used in the video clip include a hammer, a screwdriver, and a small piece of wood or board.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
648,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the condition of the surface being worked on?,It is a rough surface.,"The surface being worked on appears to be weathered and has patches of paint or plaster missing, indicating it has been exposed to the elements for some time.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
649,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the first action taken on the surface in the clip?,Smoothing it with a planer.,The first action taken on the surface is scraping it with a scraper.,Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
650,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the progression of work on the surface in the clip?,From smoothing to scraping.,"The progression of work on the surface includes scraping off the old paint, applying a new coat of paint, and smoothing the surface to ensure it is clean and smooth.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
651,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How is the condition of the surface changing in the clip?,Becoming smoother and cleaner.,"The surface is deteriorating, with peeling paint and exposed wood, indicating wear and tear over time.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
652,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the person use a planer on the surface?,Yes.,"Yes, the person uses a planer on the surface.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
653,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is there an action of scraping visible in the new frames?,Yes.,"Yes, in the new frames, the person is seen using a tool to scrape the surface of the window, indicating an action of scraping.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
654,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the clip show the complete smoothing of the surface?,No.,"No, the clip only shows the person's hands and the tool being used to smooth the surface, without showing the complete smoothing process.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
655,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, is the surface scrapped before it is smoothened with a planer?",No,"Yes, the surface is scraped before it is smoothened with a planer.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
656,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the sequence, is the planer used before the scraper?",Yes,"Yes, the planer is used before the scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
657,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs right before the planer is used on the surface?,"Nothing, it's the first action","A person is seen holding a planer, preparing to use it on the surface.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
658,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I remove something from the wall before scraping the wall?,Yes,"Yes, you can see the wall being scraped off in the video.",Order Judging(Y/N),yes,4,"{""correct"": ""yes"", ""score"": 4}"
659,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the surface smoothened with a planer before scraping with a scraper?,Yes,"Yes, the surface is smoothened with a planer before scraping with a scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
660,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Do I smoothen the surface with a planer before removing something from the wall?,No,"Yes, you can use a planer to smooth out the surface of the wall before removing something from it.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
661,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the wall scraped with a scraper before using a planer in one sequence?,No,"Yes, the wall is scraped with a scraper before using a planer in one sequence.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
662,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What setting is shown in the video clip?,An outdoor scene with window frame paint removal.,The setting shown in the video clip is a garage or workshop.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
663,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Describe the environment shown in the clip.,"An outside area, likely a building's exterior.","The environment is a garage or workshop with a window that has been partially painted. The window frame is white, and there is a ladder leaning against it. The person is working on the window, using a hammer and a tool to smooth out the paint.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
664,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tool is being used in the current action?,A paint scraper is being used in the action.,A hammer is being used in the current action.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
665,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How is the paint being removed in this scene?,The paint is being manually scraped off.,"The paint is being removed by scraping it away with a tool, which is held in the person's hand.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
666,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show a paint removal process?,Yes.,"Yes, the video shows a paint removal process, as the person is seen using a paint roller to remove the paint from the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
667,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person successfully removing paint from a window frame?,Yes.,"Yes, the person is successfully removing paint from a window frame, as indicated by the close-up view of the person's hands and the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
668,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the scene take place indoors?,No.,"No, the scene takes place outdoors.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
669,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the surface smoothed with a planer before scraping with a scraper?,Yes,"Yes, the surface is smoothed with a planer before scraping with a scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
670,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the removal of paint on the window frame happen after smoothing a surface?,Yes,"Yes, the removal of paint on the window frame happens after smoothing a surface.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
671,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the paint scraper used before the planer on any surface?,No,"Yes, the paint scraper is used before the planer on any surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
672,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the surface smoothed after removing paint from the window frame?,No,"Yes, the surface is smooth after the paint is removed from the window frame.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
673,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before using the scraper on the surface?,Smoothing the surface with a planer,"Just before using the scraper on the surface, the person points to the surface, indicating the area they are working on.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
674,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is done just prior to smoothing a surface?,"Nothing, it's the first action.","Just prior to smoothing a surface, the person is seen holding a tool, possibly a hammer or a similar implement, and appears to be preparing to use it.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
675,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What action takes place before using the paint scraper?,Smoothing and scraping a surface,"Before using the paint scraper, the person is seen holding a paint scraper and a small container, likely containing paint, and appears to be preparing to apply it to the window.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
676,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the first action performed outside the house?,Smoothing a surface with a planer,The first action performed outside the house is the person using a hammer to scrape off the paint from the window frame.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
677,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I scrape the wall before smoothing the surface with a planer?,Yes.,"Yes, the person in the video has scraped the wall before smoothing the surface with a planer.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
678,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I smooth the surface with a planer before removing paint from the window frame?,Yes.,"Yes, the person in the video is seen using a planer to smooth the surface of the window frame before removing paint from the window.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
679,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What do I do before removing paint from the window frame?,Scrape the wall and smooth a surface.,"Before removing paint from the window frame, you should first clean the area to remove any dirt or debris.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
680,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the setting of the video clip?,The setting is outside near a window.,The setting of the video clip is a garage or workshop with a window and a ladder.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
681,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tool is being used on the window?,A scraper is being used.,A hammer is being used on the window.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
682,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show paint being scraped off?,Yes.,"Yes, the video shows paint being scraped off from the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
683,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the window frame being refinished?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
684,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is a tool being used for paint removal?,Yes.,"Yes, a tool is being used for paint removal.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
685,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person working on interior maintenance?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
686,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the window frame being replaced?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
687,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the window opened before the paint is scraped?,Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
688,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the hand touch the window frame before using the scraper?,Yes,"Yes, the hand touches the window frame before using the scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
689,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the paint on the window frame removed before the hand is visible?,No,"Yes, the paint on the window frame is removed before the hand is visible.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
690,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the window frame appear before the scraper is in motion?,Yes,"Yes, the window frame appears before the scraper is in motion.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
691,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the paint removed from the window frame before using the planer?,No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
692,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the surface smoothing with a planer occur before the scraping?,Yes,"Yes, the surface smoothing with a planer occurs before the scraping.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
693,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping of the surface completed before removing paint on the window frame?,No,"Yes, the scraping of the surface is completed before removing paint on the window frame, as indicated by the person's hand holding the scraper and the completed scraping of the surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
694,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs just before scraping the surface?,Smoothening with a planer,"A person wearing a blue sleeve is seen reaching up to the window, possibly to adjust or fix something.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
695,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the main activity taking place outside the house?,Smoothing and scraping surfaces.,"The main activity is the person performing a task on the window, possibly repairing or installing something.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
696,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Where is the scene set?,Outside a house.,The scene is set in a garage or workshop.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
697,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tools are being used in this scene?,A planer and a scraper.,A hammer and a screwdriver are being used in this scene.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
698,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How can you describe the area in which the activity occurs?,It's a woodworking area outside the house.,"The area is outdoors, with a window frame that has been partially removed, revealing the interior wall. The window sill is also visible, and there is a ladder leaning against the wall.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
699,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What actions are being performed in this video clip?,Smoothing with a planer and scraping with a scraper.,"The actions performed in this video clip include scraping the window, removing the window frame, and using a hammer to work on the window.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
700,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the focus of the activity in these frames?,Wood surface maintenance.,"The focus of the activity in these frames is on the person's hands and the window, with the person using a hammer to work on the window frame.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
701,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the sequence of actions performed outside?,"First smoothening, then scraping surfaces.","First, the person uses a hammer to remove the window frame, then they use a screwdriver to adjust the window's position, and finally, they use a ladder to reach the window frame.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
702,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How does the person handle the tools in the video?,With precision and care for the task.,"The person handles the tools with precision and care, using them to work on the window frame.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
703,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What are the visible results of the actions in this clip?,Smooth surfaces and wood shavings scattered.,"The visible results include the window being repaired, the person's hands working on the window frame, and the person's hands adjusting the window frame.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
704,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show the use of a woodworking planer?,Yes,"Yes, the video shows the use of a woodworking planer, as the person is seen using it to smooth out the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
705,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person scraping a wooden surface?,Yes,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
706,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Are the actions performed indoor?,No,"Yes, the actions are performed indoors.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
707,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the activity involve painting or staining?,No,"No, the activity does not involve painting or staining.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
708,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person wearing any safety gear?,No,"No, the person is not wearing any safety gear.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
709,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the window frame scraped before it was planed?,No,"Yes, the window frame was scraped before it was planed.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
710,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the scraping of a surface happen after smoothening it?,Yes,"Yes, the scraping of a surface happened after smoothening it.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
711,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before the scraper is used on the window frame?,The surface is smoothened with a planer,"Just before the scraper is used on the window frame, the person points at the window frame, indicating the location of the work.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
712,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the action taken just prior to the planer being used in the video?,There is no action shown before the planer is used,"The action taken just prior to the planer being used is the person's hands reaching towards the window, possibly to adjust or fix something.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
713,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the surface planed before the scraping of paint on the window frame?,Yes,"Yes, the surface planed was before the scraping of paint on the window frame.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
714,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the window frame scraped before planing the surface?,No,"Yes, the window frame was scraped before planning the surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
715,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the window frame scraped first before using any tools?,No,"Yes, the window frame was scraped first before using any tools.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
716,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What's the brief of the depicted scenario?,A person scrapes a surface outside a house.,"The brief of the depicted scenario shows a person working on a window, using a hammer to remove the old paint and plaster, and then sanding the window frame to smooth out the surface.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
717,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What can be inferred about the location in the video clip?,It's a residential outdoor area by a window.,"The location appears to be a residential setting, as indicated by the presence of a window with a decorative pot and a ladder leaning against it.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
718,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How would you describe the environment surrounding the action?,It appears to be tranquil and domestic.,"The environment surrounding the action is a residential setting with a well-lit interior space, possibly a garage or a workshop, with a ladder leaning against the wall. The surrounding area is visible through the window, showing a car parked outside.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
719,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person in the video using a tool for scraping?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
720,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping happening indoors?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
721,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the footage show the completion of the scraping task?,No.,"Yes, the footage shows the completion of the scraping task, as the person is seen holding the tool and the window frame is now clean and free of debris.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
722,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person wearing gloves while scraping?,No.,"No, the person is not wearing gloves while scraping.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
723,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I smoothen the surface with a planer before scraping it with a scraper?,Yes,"Yes, you did.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
724,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs just before I scrape the surface with the scraper?,Smoothening with a planer,"Before scraping the surface with the scraper, the person is seen adjusting the position of the window frame, ensuring it is properly aligned.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
725,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping of the window frame after smoothing the surface?,Yes,"Yes, the scraping of the window frame after smoothing the surface is visible in the video.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
726,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before the window frame is scraped?,The surface is smoothened with a planer,"Just before the window frame is scraped, the person points at the window frame, indicating the direction of the scraping.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
727,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs right before the surface is smoothened?,The paint is removed with a scraper,"A person wearing a blue sleeve is seen holding a tool, possibly a hammer or a similar object, and appears to be preparing to work on the surface.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
