row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
808,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the footage show a fully renovated window frame?,"No, the window is still being worked on.","No, the footage does not show a fully renovated window frame; it only shows the process of applying and smoothing down the sealant.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
809,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the person in the video fully rub the surface?,"No, only part of the surface has been rubbed.","Yes, the person in the video fully rubbed the surface of the window.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
810,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Has all the discarded material been cleared from the ground?,"No, the material is still on the ground.","Yes, all the discarded material has been cleared from the ground.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
811,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, does staring at the wood surface occur before removing the unwanted cover?",No,"Yes, staring at the wood surface occurs before removing the unwanted cover.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
812,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the wood surface rubbed after removing the unwanted cover?,Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
813,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, does holding the scraper happen before rubbing the surface?",Yes,"Yes, the person holds the scraper before rubbing the surface.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
814,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before rubbing the wood surface in the video?,Removing unwanted cover,"Just before rubbing the wood surface, the person is seen holding a small object in their right hand and using it to rub against the wooden surface.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
815,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before removing the unwanted cover in the video?,Staring at the wood surface.,"Just before removing the unwanted cover, the person uses a hammer to remove it from the window frame.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
816,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did rubbing the surface happen before staring at the wood surface?,No,"Yes, rubbing the surface happened, as seen in the video, was done before staring at the wood surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
817,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the ladder climbed before removing the unwanted cover?,Yes,"Yes, the ladder was climbed before removing the unwanted cover.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
818,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the unwanted cover removed after rubbing waste with hand?,Yes,"Yes, the unwanted cover was removed after rubbing waste with a hand.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
819,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did staring at the wood surface happen before holding the scraper?,No,"Yes, staring at the wood surface happened before holding the scraper.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
820,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is done after staring at the wood surface?,Holding the scraper,"The person continues to work on the wood, using a tool to smooth out the surface.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
821,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the overall setting of the video clip?,"Outside, near a building with unwanted cover being removed.",The overall setting of the video clip is a workshop or garage where someone is working on a window.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
822,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What's the main focus of the scene?,A person cleaning an area by a building.,"The main focus of the scene is a person engaged in a DIY or repair task, specifically working on a window frame.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
823,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What kind of location is shown in the video?,An outdoor location by a building.,"The video shows a person working on a window, likely in an outdoor setting with some debris around.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
824,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What task is being performed in the frames?,Scraping off unwanted cover from a surface.,"The task being performed is the person sanding or smoothing a surface, likely to remove paint or other material from it.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
825,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Can you detail the activity taking place?,A person removing a covering layer from a window.,"Certainly! The video shows a person engaged in a task that involves scraping or smoothing the surface of a window. They are using a tool, possibly a scraper or a similar device, to work on the window's frame and surrounding area. The setting appears to be outdoors, with natural light illuminating the scene.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
826,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the immediate action captured?,A hand using a tool to clean a window.,The immediate action captured is the person using a tool to smooth out or remove some paint from the window frame.,Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
827,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the implication of the depicted movement?,Preparation or cleaning of a building's exterior.,"The implied movement is the person's continuous effort to secure or adjust the window frame, indicating a meticulous and focused approach to the task.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
828,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the camera wearer completely remove the unwanted cover?,No.,"No, the camera wearer did not completely remove the unwanted cover; they left some areas of the window frame exposed.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
829,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the video contain any interaction with another person?,"No, it only shows a person working alone.","No, the video does not contain any interaction with another person.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
830,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the frame convey the completion of the task?,"No, the task appears to be in progress.","Yes, the frame shows the person's hands holding a tool and pressing down on the surface to ensure it is properly aligned.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
831,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the rubbing of the surface happen before walking outside?,No,"Yes, the person continued to rub and polish the surface of the window before walking outside.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
832,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraper held after removing unwanted cover from the surface?,Yes,"Yes, the scraper is held after removing unwanted cover from the surface.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
833,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the unwanted cover get removed before the surface is rubbed?,Yes,"Yes, the unwanted cover is removed before the surface is rubbed.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
834,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did walking outside occur before holding the scraper?,Yes,"Yes, walking outside occurred before holding the scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
835,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens before the surface is rubbed?,Unwanted cover is removed.,"Before the surface is rubbed, a person points at something on the wall.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
836,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs just before the scraper is held?,The surface is rubbed.,"Just before the scraper is held, a person's hand points towards the wall, indicating they are about to start scraping.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
837,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What takes place just before removing unwanted cover?,Being outside.,"Before removing unwanted cover, the person uses a hammer to smooth out any remaining debris on the window frame.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
838,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What action occurs before the unwanted cover is removed a second time?,Holding the scraper.,"Before the unwanted cover is removed a second time, the person uses a hammer to remove the old paint from the window frame.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
839,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I stare at the wood surface before removing the unwanted cover?,No,"Yes, the person removed the unwanted cover from the wood surface before continuing with their work.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
840,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I rub the surface after removing the unwanted cover?,Yes,"Yes, the person wiped the surface with a cloth to remove any remaining debris or marks.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
841,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I remove the unwanted cover before walking outside?,Yes,"Yes, the person removed the unwanted cover before walking outside.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
842,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happened before I held the scraper?,Removed unwanted cover and stared at the surface,"Before I held the scraper, a person was working on a window.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
843,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurred just before walking outside?,Removed the unwanted cover,"Just before walking outside, the person used a hammer to smooth out the paint on the window frame.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
844,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What takes place right before removing the unwanted cover?,"Nothing, it's the initial action","A person is seen holding a tool, possibly a hammer or a similar object, and appears to be in the process of removing an unwanted cover from a window.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
845,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What action occurred immediately before rubbing the surface?,Removed unwanted cover,The action occurred immediately before rubbing the surface by using a hammer to smooth out any rough patches.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
846,e58207f1-84ec-424b-a997-ff64a57eb13b,What is the setting of the video clip?,The setting is inside a house.,"The setting of the video clip is a modern, well-lit interior space with white walls and ceiling lights.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
847,e58207f1-84ec-424b-a997-ff64a57eb13b,What activity occurs in the scene?,Walking around and checking items.,"A person wearing sunglasses and a black hoodie is seen sitting on the floor, holding something in their hands.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
848,e58207f1-84ec-424b-a997-ff64a57eb13b,Are there multiple people in the video?,"Yes, two people are present.","Yes, there are multiple people in the video.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
849,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I exit the house during the video?,No.,"Yes, the person in the black hoodie and sunglasses exited the house during the video.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
850,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I ignore any rooms while checking?,No.,"No, the person was not ignored while checking.",Whether Something Happened(Y/N),no,2,"{""correct"": ""no"", ""score"": 2}"
851,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the interaction with the other person seem hostile?,No.,"Yes, the interaction with the other person seemed hostile.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
852,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I find anything unusual in the items?,The video does not indicate that.,"Yes, there is a water bottle on the floor in the foreground.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
853,e58207f1-84ec-424b-a997-ff64a57eb13b,What setting is introduced in this video clip?,An interior of a house.,"The video clip introduces a cozy living room setting with a person sitting on the couch, holding an open magazine.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
854,e58207f1-84ec-424b-a997-ff64a57eb13b,What objects are central to the scene in this video?,A magazine and a woman.,"Central objects include a person sitting on the couch, an open magazine with images of hairstyles and beauty products, and a hand holding a small object.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
855,e58207f1-84ec-424b-a997-ff64a57eb13b,Describe the layout of the room shown.,Room with large windows and modern lighting.,"The room is spacious with a modern design, featuring a gray sofa, a glass coffee table, and a television mounted on the wall. There are also several chairs and tables scattered around the room.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
856,e58207f1-84ec-424b-a997-ff64a57eb13b,What activity dominates this scene?,Reading and interacting with another person.,"The activity that dominates this scene is the person sitting on a couch, reading a magazine.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
857,e58207f1-84ec-424b-a997-ff64a57eb13b,What is the relationship between the primary elements in this scene?,They involve engagement with reading material and human interaction.,"The relationship between the primary elements in this scene is that of a serene and comfortable living space, with the person lounging on the couch and the magazine spread out on the coffee table.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
858,e58207f1-84ec-424b-a997-ff64a57eb13b,What action am I performing in these frames?,Holding and looking at a magazine.,"In these frames, you are performing the action of holding a magazine with an article about 'upgrading your tools' and reading it.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
859,e58207f1-84ec-424b-a997-ff64a57eb13b,What activity follows holding the magazine?,Looking at the magazine.,"Following holding the magazine, a hand appears and picks up the magazine from the floor.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
860,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I hold the magazine before walking around the house?,No,"Yes, the person holding the magazine was walking around the house before they sat down on the couch.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
861,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I look at the magazine before walking around with another person?,Yes,"Yes, you can see a hand holding the magazine in the foreground.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
862,e58207f1-84ec-424b-a997-ff64a57eb13b,Was the magazine held after checking on items in the house?,No,"Yes, the magazine was held in someone's hand after checking on items in the house.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
863,e58207f1-84ec-424b-a997-ff64a57eb13b,What do I do just before interacting with the woman?,Holding the magazine,I turn on the lamp to illuminate the room.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
864,e58207f1-84ec-424b-a997-ff64a57eb13b,What action is performed just before I check on items?,Walking around the house,"A hand holding a magazine appears, and the person examines the cover of the magazine.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
865,e58207f1-84ec-424b-a997-ff64a57eb13b,What happens right before I hold the magazine?,Walking with another person,"A hand holding the magazine appears, and I start flipping through it.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
866,e58207f1-84ec-424b-a997-ff64a57eb13b,What is done immediately before walking around the house?,Being inside the house,"Immediately before walking around the house, a person is seen holding an open magazine with text and images of hairstyles.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
867,e58207f1-84ec-424b-a997-ff64a57eb13b,What does the environment indicate about the video's setting?,"The video is set in a modern, well-lit living space.","The environment, characterized by a modern and minimalist design with natural light streaming in through large windows, indicates that the video is set in an office or studio space.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
868,e58207f1-84ec-424b-a997-ff64a57eb13b,What activity is being undertaken in the living area?,Reading and interacting with another person.,The person is holding a magazine and appears to be reading or flipping through it.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
869,e58207f1-84ec-424b-a997-ff64a57eb13b,Describe the indoor setting captured in the video.,"A living room with a TV unit, books, and seating areas.","The video captures a serene and well-lit indoor setting, likely an office or living area. The room features a television on the left side, a comfortable couch with a person reclining on it, a magazine titled 'Stand-Up' open in front of them, and a floor lamp providing soft lighting. A large window allows natural light to flood the space, enhancing the calm atmosphere.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
870,e58207f1-84ec-424b-a997-ff64a57eb13b,What items in the room indicate leisure activities?,A television and books suggest leisure or relaxation.,"The presence of a magazine, a remote control, and the person's relaxed posture suggest leisure activities.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
871,e58207f1-84ec-424b-a997-ff64a57eb13b,What furnishings can be observed in the video scene?,"A TV stand, shelves, and magazines can be seen.","The furnishings include a gray armchair, a white sofa, and a television on the left side of the room.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
872,e58207f1-84ec-424b-a997-ff64a57eb13b,What actions are performed by the individual regarding the books?,The individual is turning the pages and reading a book.,The individual is seen holding a book and appears to be reading or flipping through it.,Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
873,e58207f1-84ec-424b-a997-ff64a57eb13b,How does the person engage with the media in the room?,The person seems to ignore the TV and focuses on the book.,The person engages with the media by holding a magazine titled 'Stand-Up' and flipping through its pages.,Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
874,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the person read a book in the video?,Yes.,"Yes, the person was seen holding a book in their lap while sitting on the couch.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
875,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the individual change the page of the book at least once?,Yes.,"Yes, the individual made a few changes to the page of the book.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
876,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the person have an interaction with someone in the room?,Yes.,"Yes, the person was seen holding a magazine and gesturing with their hands while sitting on the couch.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
877,e58207f1-84ec-424b-a997-ff64a57eb13b,"In the video, is the magazine held before turning book pages?",Yes.,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
878,e58207f1-84ec-424b-a997-ff64a57eb13b,Is the book read after interacting with a woman?,No.,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
879,e58207f1-84ec-424b-a997-ff64a57eb13b,"In the video, does looking around occur before holding the magazine?",No.,"Yes, looking around occurs before holding the magazine.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
880,e58207f1-84ec-424b-a997-ff64a57eb13b,What is done just before interacting with a woman?,Looking at the magazine.,"Just before interacting with a woman, the person is seen holding a magazine titled 'Stand-Up' and appears to be reading it.",What event order,yes,5,"{""correct"": ""yes"", ""score"": 5}"
881,e58207f1-84ec-424b-a997-ff64a57eb13b,What occurs just before turning book pages?,Looking around.,"Just before turning the book pages, a person wearing sunglasses and holding a drink appears to be in conversation or reading.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
882,e58207f1-84ec-424b-a997-ff64a57eb13b,What is performed just before reading a book?,Turning book pages.,"Just before reading a book, the person is seen holding a drink and appears to be in deep thought or contemplation.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
883,e58207f1-84ec-424b-a997-ff64a57eb13b,"In the video sequence, what is done before interacting with a different woman?",Reading a book.,"Before interacting with a different woman, the person in the black jacket and white shirt is seen sitting on a gray couch.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
884,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I walk around the house before holding the magazine?,Yes.,"Yes, you walked around the house before holding the magazine.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
885,e58207f1-84ec-424b-a997-ff64a57eb13b,Was the magazine held before reading a book?,Yes.,"Yes, the magazine was held before reading a book.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
886,e58207f1-84ec-424b-a997-ff64a57eb13b,Did reading a book happen before walking around the house?,No.,"Yes, the person was seen holding a book before walking around the house.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
887,e58207f1-84ec-424b-a997-ff64a57eb13b,What occurs just before reading a book?,Turn book pages.,"Just before reading a book, the person is seen holding a drink and appears to be in deep thought or contemplation.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
888,e58207f1-84ec-424b-a997-ff64a57eb13b,What action takes place before walking around the house?,No preceding action mentioned.,"Before walking around the house, a person is seen sitting on the couch and holding a magazine.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
889,e58207f1-84ec-424b-a997-ff64a57eb13b,What is the location setting in this video clip?,Inside a house.,"The location setting in this video clip is a modern living room with gray sofas, a glass coffee table, and various items on the tables.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
890,e58207f1-84ec-424b-a997-ff64a57eb13b,Describe the atmosphere of the scene.,"A casual, indoor environment.","The atmosphere of the scene is calm and serene, with natural light streaming in from a large window on the left side. The room is well-lit, creating a warm and inviting ambiance.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
891,e58207f1-84ec-424b-a997-ff64a57eb13b,What is the relationship between the participants in the video?,They appear to be acquaintances.,"The relationship between the participants in the video is not explicitly stated, but they appear to be engaged in a casual and relaxed setting.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
892,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the characters engage in any recreational activity?,"Yes, they read magazines.","Yes, the characters engaged in a recreational activity by holding and examining a book or magazine.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
893,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the characters sit down for a formal meeting?,No.,"No, the characters did not sit down for a formal meeting; they were simply sitting and conversing.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
894,e58207f1-84ec-424b-a997-ff64a57eb13b,Are the characters in the video clip outdoors?,No.,No.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
895,e58207f1-84ec-424b-a997-ff64a57eb13b,Is there any sign of an argument happening in the video?,No.,"No, there is no sign of an argument happening in the video.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
896,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the characters watch television in the clip?,No.,"Yes, the characters watched television in the clip.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
897,e58207f1-84ec-424b-a997-ff64a57eb13b,Is there any physical activity performed by the characters?,No.,"No, there is no physical activity performed by the characters in this scene.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
898,e58207f1-84ec-424b-a997-ff64a57eb13b,Does reading a book happen before talking to the woman?,Yes.,"Yes, the woman is seen holding a book before talking to her.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
899,e58207f1-84ec-424b-a997-ff64a57eb13b,Is looking around done before turning book pages?,Yes.,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
900,e58207f1-84ec-424b-a997-ff64a57eb13b,What occurs just before reading the magazines?,Talking to each other.,"Just before reading the magazines, a person wearing sunglasses and holding a magazine appears to be adjusting their glasses or looking at something on the magazine.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
901,e58207f1-84ec-424b-a997-ff64a57eb13b,What takes place immediately before looking around?,Turning book pages.,"A person wearing a black hoodie and sunglasses enters the frame, holding a drink.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
902,e58207f1-84ec-424b-a997-ff64a57eb13b,What action is performed just before talking to each other?,Looking around.,"Just before talking to each other, the person in the black hoodie and white sneakers is seen holding a drink.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
903,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I look around before holding the magazine?,No.,"Yes, you looked around before holding the magazine.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
904,e58207f1-84ec-424b-a997-ff64a57eb13b,What activities were performed in the room?,Reading a magazine and making coffee.,"The activities performed in the room included a person sitting on a chair, holding a drink and a book, another person seated on a couch, engaging with a remote control, and someone standing near a television.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
905,e58207f1-84ec-424b-a997-ff64a57eb13b,Describe the environment where the actions occurred.,"A room with a seated person, magazine, and phone.","The environment is a modern, well-lit living space with a cozy atmosphere. The room features a television on the left side, a comfortable sofa in the center, and a coffee table with various items such as books and a remote control. There are also decorative elements like a vase and a colorful wall hanging.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
906,e58207f1-84ec-424b-a997-ff64a57eb13b,What devices were used in the scenario?,A magazine and a phone.,"The scenario involved using a smartphone, a remote control, and a book.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
907,e58207f1-84ec-424b-a997-ff64a57eb13b,What was the person doing with the magazine?,The person was reading the magazine.,The person was holding the magazine and flipping through its pages.,Action Caption,no,3,"{""correct"": ""no"", ""score"": 3}"
908,e58207f1-84ec-424b-a997-ff64a57eb13b,What activity followed reading the magazine?,The person operated the phone.,"Following reading the magazine, a person in a black shirt and sunglasses sat down on a chair to read it.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
909,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the person remain seated throughout?,"No, they got up to make coffee.","Yes, the person remained seated throughout the video.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
910,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the person leave the room?,"No, the actions happened in the room.",Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
911,e58207f1-84ec-424b-a997-ff64a57eb13b,Did the person use a laptop?,"No, the person used a phone.","Yes, the person used a laptop.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
912,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I talk to the woman before reading the magazine?,Yes,"Yes, the woman was seen holding a magazine and reading it before she sat down to talk.",Order Judging(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
913,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I read the magazine before making coffee?,Yes,"Yes, the person in the video is holding a magazine and appears to be reading it before making coffee.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
914,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I operate the phone before talking to the woman?,No,"Yes, you operated the phone before talking to the woman.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
915,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I make coffee before sitting in the room?,No,"Yes, you made coffee before sitting in the room.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
916,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I make coffee before reading a magazine?,No,"Yes, you made coffee before reading a magazine.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
917,e58207f1-84ec-424b-a997-ff64a57eb13b,Did I interact with the woman before reading the book?,Yes,"Yes, before reading the book, I interacted with the woman by holding a phone and looking at it.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
918,e58207f1-84ec-424b-a997-ff64a57eb13b,Was the magazine read before interacting with the woman?,No,"Yes, the magazine was read before interacting with the woman.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
919,e58207f1-84ec-424b-a997-ff64a57eb13b,Was the phone operated before making coffee?,Yes,"Yes, the phone was operated before making coffee.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
920,e58207f1-84ec-424b-a997-ff64a57eb13b,What occurs just before I make coffee?,Operate the phone,"Just before I make coffee, a person enters the room holding a cup of coffee.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
921,e58207f1-84ec-424b-a997-ff64a57eb13b,What do I do before reading the magazine?,Talk to the woman,"Before reading the magazine, you should hold it in your hands and turn to face the table.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
922,e58207f1-84ec-424b-a997-ff64a57eb13b,What is done just before looking around?,Turn book pages,"Just before looking around, the person is seen holding a phone and appears to be taking a selfie or recording something.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
923,e58207f1-84ec-424b-a997-ff64a57eb13b,What action takes place before reading the book?,Look around,"Before reading the book, a person sits on a chair and holds a green object.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
