row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
814,000049,Has the person completed the smoothening task?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
815,000049,Does the individual use more than one tool?,Yes.,"Yes, the individual uses a paint roller and a brush to apply the white substance.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
816,000049,Is the work performed indoors in the latest frames?,"No, it's outside.",Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
817,000049,Have any painting actions been depicted in the summary?,"No, only smoothening and scraping are shown.","Yes, the video shows a person using a paint roller to apply white paint on the wall.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
818,000049,"In the video, is scraping done before smoothing with a planer?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
819,000049,Is the surface scraped after the house exterior is shown?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
820,000049,What is seen happening before any tool is used on the surface?,Outside of the house shown,"Before any tool is used, the surface appears to be covered with a white substance.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
821,000049,"In the sequence, is the scraper used before the planer?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
822,000049,Does the scraping happen outdoors?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
823,000049,Is the surface scraped after it is smoothened?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
824,000049,Is the scraping performed before standing up?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
825,000049,What is done before using the scraper in the video?,Smoothening the surface with a planer,"Before using the scraper, the person applies a layer of white paint to the wall.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
826,000049,What happens just before the second scraping action?,The first scraping action,"Just before the second scraping action, the person is seen holding a tool near the wall.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
827,000049,What occurs just before the surface is smoothened?,Going outside the house,"A small object is placed on the surface, and a black rectangular object with text appears.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
828,000050,What is the setting of the video clip?,"The setting is outdoors, with a person removing unwanted cover.",The setting of the video clip is a residential area with a house and a car visible in the background.,Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
829,000050,What is the main focus of the video clip?,The main focus is on a person removing a cover from a surface.,The main focus of the video clip is a person painting a wall with white paint.,Scene Summary,no,0,"{
""correct"": ""no"",
""score"": 0
}"
830,000050,What is the person doing with their hand?,They are rubbing waste off with their hand.,The person is holding a paint roller and applying white paint to the wall near the window.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
831,000050,What action follows rubbing the waste?,The person climbs a ladder.,The action follows rubbing the waste to ensure it is thoroughly covered.,Action Caption,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
832,000050,What tool is the person using in the action?,The person is using a scraper or a similar tool.,The person is using a paint roller to apply the white substance.,Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
833,000050,Did the person climb a ladder in the video?,Yes.,"No, the person did not climb a ladder.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
834,000050,Does the video show the person successfully removing the cover?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
835,000050,Was the task performed indoors?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
836,000050,Did I smoothen the surface with a planer before scraping it with a scraper?,Yes.,"Yes, the person used a planer to smooth out the surface before scraping it with a scraper.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
837,000050,Did I climb the ladder before rubbing waste with my hand?,No.,"No, the ladder was not used to climb before rubbing waste with a hand.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
838,000050,Did the removal of unwanted cover happen before climbing the ladder?,No.,"Yes, the removal of unwanted cover happened before climbing the ladder.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
839,000050,Did I scrape the surface before smoothening it with a planer?,No.,"Yes, the person used a planer to smooth out the surface.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
840,000050,Did the drawing a planer happen after climbing the ladder?,No.,"No, the drawing a planer happened before climbing the ladder.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
841,000050,What takes place immediately before drawing a planer across the surface?,Being outside the house.,"A person wearing a black shirt enters the frame, and another individual in a red shirt is seen working on the wall.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
842,000050,What do I do before rubbing waste with my hand?,Being outside.,"Before rubbing waste with your hand, you should first clean the area thoroughly.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
843,000050,Did I scrape the surface before using a planer?,No,"Yes, the person used a planer to remove any remaining paint from the surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
844,000050,Did the planer use happen after the ladder climbing?,No,"No, the planer did not use after the ladder climbing.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
845,000050,Was the surface scraped after using the planer?,Yes,"Yes, the surface was scraped after using the planer.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
846,000050,Was the waste rubbed off before I climbed the ladder?,Yes,"Yes, the waste was rubbed off before I climbed the ladder.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
847,000050,What happens just before I scrape the surface?,Smoothening with a planer,"Just before I scrape the surface, a person wearing a black shirt and blue jeans enters the frame from the left side.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
848,000050,What event occurs before using the planer?,Climbing the ladder,"Before using the planer, a person is seen working on a window with paint.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
849,000051,What is the focus of the video's depicted scenario?,Removing unwanted cover from wood surface.,The focus of the video is on a person's hands and the process of applying paint to a wall.,Scene Summary,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
850,000051,Describe the setting shown in the video clip.,"Outside, near a window with a wood surface.","The video shows a person working on a window, with the background featuring a house and trees.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
851,000051,What can be observed about the environment in the clip?,"It's outdoors, possibly at a residential location.","The environment includes a window with a white frame, a car parked outside the house, and a cloudy sky.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
852,000051,Narrate the activity captured in this clip.,"Holding a scraper, staring at, and scraping a wood surface.","The video begins with a view of a garage door, showing the white paint peeling off in several areas. A person is seen using a brush to apply more paint on the damaged sections of the garage door. The scene transitions to a close-up of the same area where the paint has been applied, now appearing slightly darker and more faded compared to the original state. The background reveals a house with bare trees outside, indicating that it might be autumn or winter.",Action Caption,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
853,000051,Can you provide a caption for the action taking place?,Scraping Away: Unveiling the Wood Beneath.,"A person is diligently working on a wall, applying paint to it.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
854,000051,Did the individual successfully remove some of the unwanted cover?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
855,000051,Is the person using a tool to work on the surface?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
856,000051,Has the person been carefully examining the wood surface?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
857,000051,Is the work being performed close to a window?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
858,000051,Did I rub waste with my hand before climbing the ladder?,Yes.,"Yes, you rubbed waste with your hand before climbing the ladder.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
859,000051,Is the unwanted cover removed after I stare at the wood surface?,No.,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
860,000051,Do I hold the scraper before removing the unwanted cover?,No.,"Yes, you hold the scraper before removing the unwanted cover.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
861,000051,Am I outside when I stare at the wood surface?,Yes.,"Yes, you are outside when you stare at the wood surface.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
862,000051,What happens just before I hold the scraper?,Staring at the wood surface.,"Just before I hold the scraper, a person appears and starts to work on the wall.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
863,000051,Did I smooth the surface with a planer before scraping it with a scraper?,Yes,"Yes, the person used a planer to smooth out the surface before scraping it with a scraper.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
864,000051,Did I rub waste with my hand before climbing the ladder?,Yes,"Yes, you rubbed waste with your hand before climbing the ladder.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
865,000051,Did I climb the ladder before removing the unwanted cover from the surface?,Yes,"No, the ladder was not used before removing the unwanted cover from the surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
866,000052,What is the setting depicted in the video clip?,It is an outdoor setting surrounding a window frame.,"The setting depicted in the video clip is a garage or workshop, with various tools and equipment visible.",Scene Summary,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
867,000052,What is the state of the window frame in the scene?,The window frame is in the process of being scraped.,"The window frame is in a state of disrepair, with peeling paint and visible cracks.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
868,000052,Describe the immediate environment around the window frame.,There's discarded material on the ground near the window frame.,"The immediate environment around the window frame is a cluttered outdoor area with various objects scattered on the ground, including leaves and debris.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
869,000052,What can be inferred about the surface condition in the scene?,"The surface likely needed maintenance, as it's being scraped.","The surface appears to be rough and uneven, with peeling paint or plaster.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
870,000052,Are there any signs of ongoing construction or repair in the video?,"Yes, the scraping indicates repair or renovation work.","Yes, there are signs of ongoing construction or repair in the video.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
871,000052,What action is the person performing in the new frames?,The person is scraping the surface of a window frame.,The person is using a tool to scrape or remove the old paint from the surface.,Action Caption,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
872,000052,How is the person preparing the window frame?,By removing unwanted cover and rubbing the surface.,The person is using a tool to smooth out the paint on the window frame.,Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
873,000052,What maintenance task can be seen happening around a window?,Scraping off old paint or material from the window frame.,A maintenance task involving a tool being used to smooth or clean the window is visible.,Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
874,000052,Has the protective cover been removed from the window surface?,Yes.,No.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
875,000052,Is there any sign of the person completing the scraping action?,"No, the person is still holding the scraper.","Yes, the person's hand is visible in the bottom right corner of the frame.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
876,000052,Does the footage show a fully renovated window frame?,"No, the window is still being worked on.","No, the footage shows a partially renovated window frame.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
877,000052,Did the person in the video fully rub the surface?,"No, only part of the surface has been rubbed.","Yes, the person in the video fully rubs the surface to ensure it is thoroughly cleaned.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
878,000052,Has all the discarded material been cleared from the ground?,"No, the material is still on the ground.","No, the ground is still littered with scattered debris.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
879,000052,"In the video, does staring at the wood surface occur before removing the unwanted cover?",No,"Yes, staring at the wood surface occurs before removing the unwanted cover.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
880,000052,Is the wood surface rubbed after removing the unwanted cover?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
881,000052,"In the video, does holding the scraper happen before rubbing the surface?",Yes,"No, the scraper is not held before rubbing the surface.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
882,000052,What happens just before rubbing the wood surface in the video?,Removing unwanted cover,"Just before rubbing the wood surface, a person points at something off-screen.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
883,000052,What happens just before removing the unwanted cover in the video?,Staring at the wood surface.,"Just before removing the unwanted cover, a person points at it with their index finger.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
884,000052,Did rubbing the surface happen before staring at the wood surface?,No,"Yes, rubbing the surface happened before staring at the wood surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
885,000052,Was the ladder climbed before removing the unwanted cover?,Yes,"Yes, the ladder was climbed before removing the unwanted cover.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
886,000052,Was the unwanted cover removed after rubbing waste with hand?,Yes,"Yes, the unwanted cover was removed after rubbing waste with hand.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
887,000052,Did staring at the wood surface happen before holding the scraper?,No,"Yes, staring at the wood surface happened before holding the scraper.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
888,000052,What is done after staring at the wood surface?,Holding the scraper,"The person begins to work on the wood surface, using a tool to smooth it.",What event order,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
889,000053,What is the overall setting of the video clip?,"Outside, near a building with unwanted cover being removed.","The overall setting of the video clip is a garage or workshop, with various tools and equipment visible.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
890,000053,What's the main focus of the scene?,A person cleaning an area by a building.,"The main focus of the scene is on a person working on a window, focusing on the task at hand.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
891,000053,What kind of location is shown in the video?,An outdoor location by a building.,The video shows a garage or workshop area.,Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
892,000053,What task is being performed in the frames?,Scraping off unwanted cover from a surface.,The task being performed is sanding the window frame.,Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
893,000053,Can you detail the activity taking place?,A person removing a covering layer from a window.,"The activity involves a person using a tool to smooth out the surface of a green door, ensuring it is clean and ready for use.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
894,000053,What is the immediate action captured?,A hand using a tool to clean a window.,The immediate action captured is the person using a tool to smooth out or fix something on the wall.,Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
895,000053,What is the implication of the depicted movement?,Preparation or cleaning of a building's exterior.,"The implied movement suggests that the person is actively engaged in a task, possibly related to maintenance or repair.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
896,000053,Did the camera wearer completely remove the unwanted cover?,No.,"No, the camera wearer only partially removed the unwanted cover.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
897,000053,Did the video contain any interaction with another person?,"No, it only shows a person working alone.","No, the video does not contain any interaction with another person.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
898,000053,Does the frame convey the completion of the task?,"No, the task appears to be in progress.","Yes, the frame shows a close-up of the person's hands as they continue to work on the wall.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
899,000053,Did the rubbing of the surface happen before walking outside?,No,"Yes, the person was seen rubbing the surface before walking outside.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
900,000053,Is the scraper held after removing unwanted cover from the surface?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
901,000053,Does the unwanted cover get removed before the surface is rubbed?,Yes,"Yes, the unwanted cover is removed before the surface is rubbed.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
902,000053,Did walking outside occur before holding the scraper?,Yes,"Yes, walking outside occurred before holding the scraper.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
903,000053,What happens before the surface is rubbed?,Unwanted cover is removed.,"Before the surface is rubbed, a person points at something on the wall and then rubs it with a tool.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
904,000053,What occurs just before the scraper is held?,The surface is rubbed.,"Just before the scraper is held, a car is parked in the background.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
905,000053,What takes place just before removing unwanted cover?,Being outside.,A person wearing a watch and a blue shirt is seen removing unwanted cover from the window.,What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
906,000053,What action occurs before the unwanted cover is removed a second time?,Holding the scraper.,"Before the unwanted cover is removed a second time, the person uses a tool to smooth out any remaining marks on the wall.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
907,000053,Did I stare at the wood surface before removing the unwanted cover?,No,"Yes, you stared at the wood surface before removing the unwanted cover.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
908,000053,Did I rub the surface after removing the unwanted cover?,Yes,"Yes, the person removed the unwanted cover and then rubbed it against the surface to remove any remaining debris.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
909,000053,Did I remove the unwanted cover before walking outside?,Yes,"Yes, the person removed the unwanted cover before walking outside.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
910,000053,What happened before I held the scraper?,Removed unwanted cover and stared at the surface,"Before I held the scraper, a car was parked in front of the garage.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
911,000053,What occurred just before walking outside?,Removed the unwanted cover,"Just before walking outside, the person was seen using a tool to smooth out the paint on the wall.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
912,000053,What takes place right before removing the unwanted cover?,"Nothing, it's the initial action","A person points towards the door, indicating their intention to remove it.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
913,000053,What action occurred immediately before rubbing the surface?,Removed unwanted cover,The person began to rub the surface with a tool.,What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
914,000054,Describe the environment displayed in the video clip.,The video depicts a kitchen scenario.,"The video displays a cluttered kitchen counter with various utensils and containers, including a white container filled with flour or another dry ingredient. The background features tiled walls and a window with a red curtain.",Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
915,000054,Identify the items being interacted with in the video clip.,Flour and onions are being used with water and a knife.,"A hand is seen holding an onion, and a white container with a yellow lid is being interacted with.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
916,000054,What's the main activity in the scene?,"The main activity is preparing ingredients, mixing and chopping.","The main activity in the scene is a person preparing food, specifically chopping an onion.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
917,000054,What objects are present in the scene related to the activity?,"Container of flour, a knife, and mixed dough are noticeable.","A metal bowl, a white container with a yellow lid, and various kitchen utensils are present.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
918,000054,Did the person use a knife on the onions?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
919,000054,Was water added to the flour in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
920,000054,Did the preparation seem to be for baking?,"No, more likely for cooking.","Yes, the preparation seems to be for baking.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
921,000055,Describe the environment where the cooking is taking place.,The cooking is taking place in a kitchen.,"The cooking is taking place in a small, cluttered kitchen with tiled walls and a window.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
922,000055,What step is being performed with the pan?,Oil is being poured into the pan.,The pan is being filled with water from a metal container.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
923,000055,Are there any other objects visible associated with cooking?,"Yes, there are kitchen utensils and containers.","Yes, a hand holding a container of water is visible in the background.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
924,000055,Are there any ingredients ready to be cooked?,"Yes, there are chopped ingredients on the cutting board.","Yes, there are ingredients ready to be cooked on the stove.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
925,000055,What is implied by the action of pouring oil in the pan?,The person is preparing to cook or fry food.,The action of pouring oil in the pan implies that it is being used to cook or prepare food.,Action Caption,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
926,000055,What will likely happen next in the cooking process?,The food will be added to the heated oil for cooking.,"Next, the person will likely pour a liquid from the can into one of the pots to mix with the cooked chickpeas.",Action Caption,no,1,"{
""correct"": ""no"",
""score"": 1
}"
927,000055,Did the person start cooking as soon as the video began?,No.,"No, the person did not start cooking until after pouring the liquid into the pot.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
928,000055,Has the person used any kitchen utensils yet?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
929,000055,Is the person cooking unattended or seen in the frame?,"The person is unattended, not seen in the frame.","The person is seen in the frame, cooking unattended.",Whether Something Happened(Y/N),no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
930,000055,Has the heat been turned on under the pan yet?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
931,000055,"In the video, does mixing flour with water happen before cutting onions?",Yes.,"Yes, the video shows a hand mixing flour with water before cutting onions.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
932,000055,Is cooking the food shown before opening the door in the video?,Yes.,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
933,000055,"In the video, does pouring oil in the pan occur after cutting onions?",Yes.,"Yes, the video shows a hand pouring oil into the pan after cutting onions.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
934,000055,"In the video, is oil poured into the pan before cooking the food?",No.,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
935,000056,What is the setting of the video clip?,The setting is a kitchen.,The setting of the video clip is a kitchen.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
936,000056,What tasks are being performed in the scene?,"Cooking food, cleaning the counter, rolling dough.","The tasks being performed include preparing food, washing dishes, and cooking.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
937,000056,Can you caption the cleaning action in the clip?,Tidying up the kitchen counter.,"Yes, the caption could be 'Cleaning action in a kitchen.'",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
938,000056,How is the dough being prepared?,The dough is being rolled.,The dough is being prepared by kneading it in a bowl.,Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
939,000056,Does the video show someone cooking?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
940,000056,Is the counter being cleaned in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
941,000056,Is there a scene of rolling dough in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
942,000056,Does rolling the dough happen before cleaning the counter?,No,"Yes, the person starts rolling the dough on a black surface before cleaning the counter.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
943,000056,Is the food cooked after I clean the counter?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
944,000056,"Before the food is cooked, what do I do?",In the kitchen.,"Before the food is cooked, I place a piece of dough on a plate and start kneading it.",What event order,no,0,"{
""correct"": ""no"",
""score"": 0
}"
945,000056,What occurs just before I clean the counter?,Cook food.,A person is seen placing a piece of dough on the counter.,What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
946,000056,"In the video, what takes place right before rolling the dough?",Clean the counter.,"Right before rolling the dough, a hand is seen holding a piece of dough and placing it into a pot on the stove.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
947,000056,"In the video, does the mixing of flour with water happen before cutting the onions?",Yes,"Yes, the mixing of flour with water happens before cutting the onions.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
948,000057,What is the setting of the video clip?,"Inside a house, in the kitchen.",The setting of the video clip is a kitchen.,Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
949,000057,What activity is depicted in the scene?,Making dough for cooking.,"The scene depicts a person preparing dough, likely for baking or cooking.",Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
950,000057,What tools are being utilized in the scene?,"Hands, rolling pin, flour container.","A person is using a spoon to mix the dough, and there are various kitchen utensils visible on the counter.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
951,000057,Where specifically is the dough preparation taking place?,On a newspaper-covered surface.,The dough preparation is taking place on a kitchen counter.,Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
952,000057,What is the immediate environment around the dough-making area?,Nearby kitchen appliances and utensils.,"The immediate environment around the dough-making area includes a tiled wall, various kitchen utensils and appliances, including a metal pot on the left side of the frame.",Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
953,000057,What is the main action taking place in these frames?,The dough is being rolled out.,"The main action is the preparation of dough, with hands mixing and shaping it.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
954,000057,What action precedes the rolling of the dough?,Dipping the dough in flour.,The action that precedes the rolling of the dough is mixing it with a wooden spoon.,Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
955,000057,How is the dough initially shaped?,It is shaped by hand.,The dough is initially shaped into a small ball.,Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
956,000057,What is the purpose of the flour in the dough rolling process?,To prevent sticking to the rolling pin.,The flour is used to help the dough rise and develop its elasticity.,Action Caption,no,0,"{
""correct"": ""no"",
""score"": 0
}"
957,000057,What may likely be the next step after rolling the dough?,Cutting or shaping the dough for cooking.,"The next step likely involves placing the dough into a baking tray or pan, as indicated by the presence of a metal container with a yellow lid on the counter.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
958,000057,Did the person use a rolling pin in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
959,000057,Did the dough-making happen on a bare countertop?,No.,"Yes, the dough-making happened on a bare countertop.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
960,000057,Was an electrical appliance used to roll the dough?,No.,"Yes, an electrical appliance was used to roll the dough.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
