row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
677,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I scrape the wall before smoothing the surface with a planer?,Yes.,"Yes, the person in the video has scraped the wall before smoothing it with a planer.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
678,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I smooth the surface with a planer before removing paint from the window frame?,Yes.,"Yes, the person used a planer to smooth out the surface of the window frame before removing paint.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
679,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What do I do before removing paint from the window frame?,Scrape the wall and smooth a surface.,"Before removing paint from the window frame, you should first ensure that there is no paint on the surface.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
680,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the setting of the video clip?,The setting is outside near a window.,The setting of the video clip is a residential area with a window that has been partially painted.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
681,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tool is being used on the window?,A scraper is being used.,A hammer is being used on the window.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
682,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show paint being scraped off?,Yes.,"Yes, the video shows paint being scraped off from the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
683,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the window frame being refinished?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
684,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is a tool being used for paint removal?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
685,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person working on interior maintenance?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
686,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the window frame being replaced?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
687,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the window opened before the paint is scraped?,Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
688,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the hand touch the window frame before using the scraper?,Yes,"Yes, the hand touches the window frame before using the scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
689,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the paint on the window frame removed before the hand is visible?,No,"Yes, the paint on the window frame is removed before the hand is visible.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
690,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the window frame appear before the scraper is in motion?,Yes,"Yes, the window frame appears before the scraper is in motion.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
691,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the paint removed from the window frame before using the planer?,No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
692,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the surface smoothing with a planer occur before the scraping?,Yes,"Yes, the surface smoothing with a planer occurs before the scraping.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
693,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping of the surface completed before removing paint on the window frame?,No,"Yes, the scraping of the surface is completed before removing paint on the window frame.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
694,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs just before scraping the surface?,Smoothening with a planer,"Just before scraping the surface, a person's hand appears and points towards the camera.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
695,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the main activity taking place outside the house?,Smoothing and scraping surfaces.,"The main activity is the person performing a task on the window, possibly repairing or installing something.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
696,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Where is the scene set?,Outside a house.,The scene is set in a garage or workshop.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
697,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tools are being used in this scene?,A planer and a scraper.,A hammer and a screwdriver are being used in this scene.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
698,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How can you describe the area in which the activity occurs?,It's a woodworking area outside the house.,"The area is outdoors, with a grassy lawn and some trees visible in the background.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
699,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What actions are being performed in this video clip?,Smoothing with a planer and scraping with a scraper.,"The actions performed in this video clip include scraping the window, removing debris from the window frame, and possibly repairing or cleaning the window.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
700,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the focus of the activity in these frames?,Wood surface maintenance.,"The focus of the activity in these frames is on a window with peeling paint, where the person is using a hammer to smooth out the surface.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
701,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the sequence of actions performed outside?,"First smoothening, then scraping surfaces.","First, the person uses a hammer to smooth out the paint on the window frame. Then, they use another tool to apply more pressure and further refine the surface of the paint. Finally, they step back to assess their work before continuing with the next action.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
702,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How does the person handle the tools in the video?,With precision and care for the task.,"The person uses a hammer and a screwdriver to work on the window frame, demonstrating their expertise in handling tools.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
703,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What are the visible results of the actions in this clip?,Smooth surfaces and wood shavings scattered.,"The visible results include the window being repaired, with a cleaner and more secure surface.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
704,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show the use of a woodworking planer?,Yes,"Yes, the video shows a close-up of the person's hands using a woodworking planer to smooth out the surface of the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
705,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person scraping a wooden surface?,Yes,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
706,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Are the actions performed indoor?,No,"Yes, the actions are performed indoors.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
707,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the activity involve painting or staining?,No,"No, the activity does not involve painting or staining.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
708,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person wearing any safety gear?,No,"No, the person is not wearing any safety gear.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
709,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the window frame scraped before it was planed?,No,"Yes, the window frame was scraped before it was planed.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
710,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the scraping of a surface happen after smoothening it?,Yes,"Yes, the scraping of a surface happened after smoothening it.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
711,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before the scraper is used on the window frame?,The surface is smoothened with a planer,"Just before the scraper is used on the window frame, a person points at something outside of the camera's view.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
712,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the action taken just prior to the planer being used in the video?,There is no action shown before the planer is used,"The action taken just prior to the planer being used in the video is a person pointing at something on the window frame, possibly indicating where they are planning to place the planer.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
713,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the surface planed before the scraping of paint on the window frame?,Yes,"Yes, the surface planed was before the scraping of paint on the window frame.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
714,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the window frame scraped before planing the surface?,No,"Yes, the window frame was scraped before planning the surface.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
715,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the window frame scraped first before using any tools?,No,"Yes, the window frame was scraped first before using any tools.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
716,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What's the brief of the depicted scenario?,A person scrapes a surface outside a house.,"The brief of the depicted scenario shows a person using a hammer to remove debris from a window, with a potted plant visible in the background.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
717,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What can be inferred about the location in the video clip?,It's a residential outdoor area by a window.,"The location appears to be a residential area, as indicated by the presence of a window with a decorative pot and a ladder leaning against it.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
718,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,How would you describe the environment surrounding the action?,It appears to be tranquil and domestic.,"The environment surrounding the action is a garage or workshop with natural light coming in from outside. The floor appears to be made of concrete, and there's a ladder leaning against the wall near the window.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
719,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person in the video using a tool for scraping?,Yes.,"Yes, the person in the video is using a tool for scraping.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
720,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping happening indoors?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
721,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the footage show the completion of the scraping task?,No.,"Yes, the footage shows the completion of the scraping task as the person is seen holding a tool and moving it back and forth to smooth out the debris.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
722,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person wearing gloves while scraping?,No.,"No, the person is not wearing gloves while scraping.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
723,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I smoothen the surface with a planer before scraping it with a scraper?,Yes,"Yes, the person used a planer to smooth out the surface before scraping it with a scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
724,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs just before I scrape the surface with the scraper?,Smoothening with a planer,"Before scraping the surface with the scraper, a person points at something outside the window.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
725,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping of the window frame after smoothing the surface?,Yes,"Yes, the scraping of the window frame after smoothing the surface is visible in the video.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
726,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before the window frame is scraped?,The surface is smoothened with a planer,"Just before the window frame is scraped, a person points at something outside the camera's view.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
727,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs right before the surface is smoothened?,The paint is removed with a scraper,"A person points at the surface, indicating a point of interest or concern.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
728,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Can you describe the setting in the video?,The setting is outdoor by the side of a house.,"The setting in the video is a garage or workshop with a window that has been partially stripped of its paint. The walls are covered in peeling white paint, and there's debris scattered around.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
729,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the person succeed in scraping off the material?,Yes.,"Yes, the person successfully scrapes off the material from the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
730,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping being done on an interior wall?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
731,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person using any tool other than a scraper?,No.,"No, the person is using a scraper to scrape away the white paint from the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
732,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the scrapping of the surface start before walking outside the house?,No,"Yes, the scrapping of the surface starts before walking outside the house.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
733,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, is the scraper used on the lower part of the wall before the upper part?",No,"Yes, the scraper is used on the lower part of the wall before the upper part.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
734,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the paint removal near the window sill done after removing paint near the flower pot?,Yes,"Yes, the paint removal near the window sill is done after removing paint from the flower pot.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
735,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What action occurs just before the paint near the flower pot is scraped off?,Scraping near the window sill,"Just before the paint near the flower pot is scraped off, a person points at it with their right hand.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
736,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the planer used before the scraper?,Yes,"Yes, the planer is used before the scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
737,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping done before smoothing the surface?,No,"Yes, the person is seen pointing towards a specific area of the wall before smoothing it down with the scraper.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
738,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the planing occur after the scraping?,No,"No, the planing does not occur after the scraping.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
739,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens before the scraping begins?,Smoothing with a planer,"Before the scraping begins, a person points at something on the wall and gestures towards it.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
740,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What task is being carried out outside the house?,Smoothening a surface with a planer and scraping.,The task carried out outside the house is painting a wooden surface with a paint roller.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
741,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tools are used in the latest frames for the outdoor task?,A planer and a scraper.,A hammer and a paintbrush are used in the latest frames for the outdoor task.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
742,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Describe the surroundings where the task takes place.,"Outside a house, likely a work area with debris.","The task takes place in an outdoor setting with a wooden structure, possibly a window or door frame, and a ladder leaning against it. The background shows a residential area with trees and houses visible through the window.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
743,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What process is demonstrated in the recent video footage?,Woodworking involving smoothing and scraping actions.,"The video shows a person using a sander to smooth out the paint on a wooden surface, which appears to be part of a window or door. The process involves applying pressure and rotating the sander in a circular motion to remove the old paint and create a smoother finish.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
744,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the likely purpose of the actions shown in the clip?,"Preparing a wooden surface, possibly for painting or finishing.",The likely purpose of the actions shown in the clip is to demonstrate a step-by-step process for painting or repairing a wooden surface.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
745,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Describe the sequential actions taken by the individual.,"First, using a planer for smoothing, then a scraper.","The individual is seen using a paint roller to apply white paint onto the wooden surface of a window. They carefully apply the paint, ensuring it covers the entire visible area and smooths out any uneven areas. The person's hands are steady as they work, indicating precision in their application process.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
746,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Has the person completed the smoothening task?,Yes.,"Yes, the person has finished smoothing out the paint on the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
747,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the individual use more than one tool?,Yes.,"Yes, the individual uses a hammer and a brush to apply paint or seal around the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
748,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the work performed indoors in the latest frames?,"No, it's outside.","No, the work is being performed outdoors in the latest frames.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
749,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Have any painting actions been depicted in the summary?,"No, only smoothening and scraping are shown.","Yes, the video shows a person using a paint roller to apply and smooth out the white paint on the wooden surface.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
750,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the video, is scraping done before smoothing with a planer?",No,"Yes, the video shows a close-up of the person's hands using a planer to smooth out the paint on the window frame.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
751,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the surface scraped after the house exterior is shown?,Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
752,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is seen happening before any tool is used on the surface?,Outside of the house shown,"Before any tool is used on the surface, a person's hand holding a black and yellow-handled tool is visible.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
753,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,"In the sequence, is the scraper used before the planer?",No,"Yes, the scraper is used before the planer.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
754,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the scraping happen outdoors?,Yes,"Yes, the scraping happens outdoors as indicated by the natural light and the presence of a car in the background.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
755,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the surface scraped after it is smoothened?,Yes,"Yes, the surface is smooth and free of any visible marks or debris after it has been smoothened.",Order Judging(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
756,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the scraping performed before standing up?,No,"Yes, the scraping is performed before standing up.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
757,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is done before using the scraper in the video?,Smoothening the surface with a planer,"Before using the scraper, the person is seen holding a paint roller and applying it to the wall.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
758,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before the second scraping action?,The first scraping action,"Just before the second scraping action, the person is seen holding a red-handled tool and pointing at something on the wall.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
759,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What occurs just before the surface is smoothened?,Going outside the house,"A hand appears, holding a tool and pointing towards the surface.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
760,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the setting of the video clip?,"The setting is outdoors, with a person removing unwanted cover.",The setting of the video clip is a residential area with a window that has been partially painted.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
761,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the main focus of the video clip?,The main focus is on a person removing a cover from a surface.,The main focus of the video clip is a person performing a task involving peeling and scraping paint off a window.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
762,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the person doing with their hand?,They are rubbing waste off with their hand.,"The person is holding a red-handled tool, possibly a hammer or a similar object, and appears to be using it to push or scrape the paint off the window frame.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
763,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What action follows rubbing the waste?,The person climbs a ladder.,The action follows the person's hand moving back and forth to rub the waste against the window frame.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
764,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What tool is the person using in the action?,The person is using a scraper or a similar tool.,The person is using a hammer to apply the paint.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
765,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the person climb a ladder in the video?,Yes.,"No, the person did not climb a ladder in the video.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
766,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Does the video show the person successfully removing the cover?,Yes.,"Yes, the video shows the person successfully removing the cover from the window frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
767,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the task performed indoors?,No.,"Yes, the task was performed indoors.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
768,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I smoothen the surface with a planer before scraping it with a scraper?,Yes.,"Yes, the person used a planer to smooth out the surface before scraping it with a scraper.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
769,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I climb the ladder before rubbing waste with my hand?,No.,"No, the ladder was not used to climb before rubbing waste with a hand.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
770,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the removal of unwanted cover happen before climbing the ladder?,No.,"Yes, the removal of unwanted cover happened before climbing the ladder.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
771,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I scrape the surface before smoothening it with a planer?,No.,"Yes, the person in the video uses a planer to smooth out the surface of the window before applying the sealant.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
772,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the drawing a planer happen after climbing the ladder?,No.,"No, the drawing a planer happened before climbing the ladder.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
773,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What takes place immediately before drawing a planer across the surface?,Being outside the house.,"Before drawing a planer across the surface, the person points to the wall and begins to use the planer to smooth out the paint.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
774,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What do I do before rubbing waste with my hand?,Being outside.,I use a red-handled tool to apply pressure and make contact with the paint.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
775,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I scrape the surface before using a planer?,No,"Yes, the person in the video uses a planer to scrape off excess paint from the window frame.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
776,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the planer use happen after the ladder climbing?,No,"No, the planer did not use happen after the ladder climbing.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
777,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the surface scraped after using the planer?,Yes,"Yes, the surface was scraped after using the planer.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
778,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Was the waste rubbed off before I climbed the ladder?,Yes,"Yes, the waste was rubbed off before I climbed the ladder.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
779,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What happens just before I scrape the surface?,Smoothening with a planer,"Just before I scrape the surface, a person wearing a blue shirt enters the frame from behind.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
780,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What event occurs before using the planer?,Climbing the ladder,"Before using the planer, a person is seen holding a red-handled tool near the window frame.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
781,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What is the focus of the video's depicted scenario?,Removing unwanted cover from wood surface.,"The focus of the video's depicted scenario is on a person performing a task involving peeling and sanding a wooden surface, possibly for painting or repair.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
782,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Describe the setting shown in the video clip.,"Outside, near a window with a wood surface.","The video shows a person working on a wooden structure, likely a window or door frame, with a paint roller and a hammer. The background features a house and trees outside the window, indicating an outdoor setting.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
783,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,What can be observed about the environment in the clip?,"It's outdoors, possibly at a residential location.","The environment includes a ladder, tools, and various objects scattered around the area.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
784,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Narrate the activity captured in this clip.,"Holding a scraper, staring at, and scraping a wood surface.","The video showcases a person diligently working on a wooden structure, likely a window or door frame. The individual is using a hammer to smooth out the paint and apply it in a precise manner, ensuring that the surface is clean and free of any marks. The scene includes various tools such as a hammer, a small tool, and a ladder, indicating an ongoing renovation or repair project.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
785,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Can you provide a caption for the action taking place?,Scraping Away: Unveiling the Wood Beneath.,"Yes, the caption could be: 'A person is painting a wall with a paint roller.'",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
786,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did the individual successfully remove some of the unwanted cover?,Yes.,"Yes, the individual successfully removed some of the unwanted cover.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
787,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the person using a tool to work on the surface?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
788,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Has the person been carefully examining the wood surface?,Yes.,"Yes, the person has been carefully examining the wood surface to ensure that all areas are properly prepared for painting.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
789,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Is the work being performed close to a window?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
790,6baa36c1-e4d0-4dbd-97b2-dff48ecf796e,Did I rub waste with my hand before climbing the ladder?,Yes.,"Yes, you should have rubbed the waste with your hand before climbing the ladder.",Order Judging(Y/N),no,2,"{""correct"": ""no"", ""score"": 2}"
